pub_date	title	venue	excerpt	citation	url_slug	paper_url
2015	A Narratological Investigation of Ovid’s Medea: Met. 7.1-424	Classical World	The Medea of book 7 of Ovid’s Metamorphoses undergoes three distinct journeys…	Libatique, Daniel. 2015. “A Narratological Investigation of Ovid’s Medea: Met. 7.1-424.” Classical World 109.1: 69-89	Libatique_Medea	https://TheDancingGrad.github.io/files/Libatique_Medea.pdf
